id,postcode,latitude,longitude
1,AB10 1XG,57.144165160000000,-2.114847768000000
2,AB10 6RN,57.137879760000000,-2.121486688000000
2587703,M30 3AX,53.482717000000000,-2.336904000000000
2587704,KA3 3BF,55.678146000000000,-4.523208000000000
2587705,KA3 6GQ,55.637910000000000,-4.473551000000000
